50 33 1 0 1
0 -0.00106818 0.000282863
1 -0.000132697 0.000658213
2 -4.25494e-05 0.000822161
3 -5.61812e-05 0.000758302
4 6.00756e-05 0.000804354
5 0.000464792 0.000617053
6 0.000703672 0.000672085
7 0.000494268 0.000567247
8 0.000149647 0.000526191
9 0.000110134 0.000373935
10 -0.000322407 0.000145768
11 -0.000822711 -1.31163e-05
12 -0.00111546 -0.00027858
13 -0.00146129 -0.000833996
14 -0.00163889 -0.00133214
15 -0.00163219 -0.00172119
16 -0.00144148 -0.00216761
17 -0.00101538 -0.00263349
18 -0.000675079 -0.00304989
19 -0.000211919 -0.00350121
20 0.00030814 -0.00375869
21 0.000752079 -0.00384738
22 0.00106231 -0.00398786
23 0.00111645 -0.00414018
24 0.0011664 -0.00405761
25 0.00113401 -0.00390962
26 0.000738388 -0.00356699
27 0.000603593 -0.00319351
28 0.00055857 -0.00266685
29 0.000489798 -0.00235618
30 0.000353221 -0.00220395
31 0.000133203 -0.00219463
32 0.000897293 -0.000295975
0 0.000396734 0.00086336
1 0.000443967 0.000496811
2 0.000586393 0.000405073
3 0.000740698 0.000315661
4 0.000864326 0.000139376
5 0.000899437 9.06072e-05
6 0.000878316 4.00761e-05
7 0.000852352 4.18377e-05
8 0.000775381 7.97876e-05
9 0.000826309 8.15414e-05
10 0.00102419 1.48521e-05
11 0.00107189 3.98928e-05
12 0.00112183 0.000106631
13 0.00112089 0.000158043
14 0.00113973 0.000108732
15 0.00111865 1.53363e-05
16 0.0011864 5.00556e-05
17 0.00131812 7.71048e-05
18 0.00141528 3.28591e-05
19 0.00140629 -1.75638e-05
20 0.00139787 -5.71029e-05
21 0.00137578 -6.31276e-06
22 0.00123285 3.53199e-05
23 0.00109891 3.94033e-05
24 0.000937225 5.6784e-05
25 0.00077187 4.47681e-05
26 0.000526637 2.35929e-05
27 0.000312507 1.48787e-05
28 0.000216254 -5.14133e-05
29 0.000145349 -0.000203027
30 0.000100826 -0.000280533
31 9.80156e-05 -0.00024013
32 -0.000140614 -8.3224e-05
0 0.000972736 0.000189681
1 0.000147341 0.000495668
2 0.000233258 0.000691862
3 0.000244413 0.00079907
4 0.000362011 0.000639481
5 0.000418738 0.00050177
6 0.000644064 0.000445334
7 0.000635918 0.000311275
8 0.000402994 0.000222718
9 0.000226177 2.50349e-05
10 -1.29713e-05 -1.11228e-05
11 -0.000188945 8.32222e-06
12 -6.6418e-05 0.000123226
13 -5.59821e-05 -8.60637e-05
14 -0.000142336 -5.70618e-05
15 -0.000275916 0.000181216
16 -0.000404573 1.91273e-05
17 -0.000435286 2.78665e-05
18 -0.000271639 -1.23404e-05
19 -0.000210974 -2.99307e-05
20 -0.000240099 -3.88357e-05
21 -1.39678e-05 3.80067e-05
22 0.000151987 0.000102254
