50 25 1 0 1
0 0.00119163 -0.000463945
1 0.0011406 -0.0012321
2 0.00133984 -0.00107044
3 0.00152577 -0.000944126
4 0.00199714 -0.000832848
5 0.00291891 -0.000592543
6 0.00365135 -6.6263e-05
7 0.00320899 -5.8221e-05
8 0.00290221 0.000313136
9 0.00294508 0.000743001
10 0.00238207 0.00108829
11 0.00173479 0.0014169
12 0.00125546 0.00156885
13 0.000709896 0.00153477
14 0.000181464 0.00128637
15 -0.000453303 0.00105381
16 -0.000743909 0.000519087
17 -0.000368735 -0.000102416
18 -9.22356e-05 -0.000613138
19 0.000570502 -0.00156945
20 0.00141084 -0.00207727
21 0.00202817 -0.00227209
22 0.00209799 -0.00254398
23 0.00178726 -0.00259041
24 0.000662935 -0.00166301
0 0.000278721 0.0022387
1 0.000693773 0.00137767
2 0.000587704 0.00156056
3 0.000614095 0.00144371
4 0.00063229 0.00137616
5 0.000476147 0.00148498
6 8.28583e-05 0.0013494
7 -0.00032684 0.00135579
8 -0.000635517 0.00155596
9 -0.00075258 0.00151413
10 -0.000577645 0.00126585
11 -0.000463493 0.00125344
12 -0.000389156 0.00128723
13 -0.000399257 0.00140489
14 -0.000430793 0.00135044
15 -0.000330519 0.00117801
16 4.33409e-05 0.00126753
17 0.000303801 0.00135218
18 0.000567562 0.00115827
19 0.000791016 0.000939501
20 0.00100757 0.00073873
21 0.00126366 0.000578734
22 0.00125918 0.00039901
23 0.00111926 0.000277533
24 0.00122926 -0.000420531
0 0.00155549 0.00140392
1 5.55093e-05 0.00369516
2 0.000322993 0.00422852
3 0.000554338 0.00435079
4 0.00075721 0.00400135
5 0.00103465 0.00412098
6 0.000999095 0.00470032
7 0.000947266 0.00499151
8 0.00106513 0.00468985
9 0.000661692 0.00412349
10 -3.97322e-05 0.0031262
11 -0.000531422 0.00226004
12 -0.000299775 0.00226106
13 -0.00014714 0.00184945
14 -0.000470994 0.000963074
15 -0.000785712 0.000589867
16 -0.00113899 -0.000297769
17 -0.00151517 -0.000850105
18 -0.00125357 -0.00097059
19 -0.00149933 -0.00144651
20 -0.00162205 -0.00192277
21 -0.0015137 -0.00176038
22 -0.00156512 -0.00169116
23 -0.00102804 -0.00198822
24 0.00172132 -0.00123085
0 0.00401436 -0.00211698
1 0.00253381 -0.000608907
2 0.00299861 -0.000545887
3 0.00408577 -0.000578348
4 0.00463188 -0.000208302
5 0.00484478 -1.29681e-05
6 0.00488504 0.000224553
7 0.00476847 0.000457251
8 0.00444134 0.000765009
9 0.00393116 0.00062751
10 0.00356201 -0.000553922
11 0.0032995 -0.00151092
12 0.00274096 -0.00129247
13 0.00197567 -0.00143157
14 0.00134895 -0.00129034
15 0.000464706 -0.00142755
16 -0.000230242 -0.00165181
17 -0.000439691 -0.00187964
18 -0.000681021 -0.00161716
19 -0.00142398 -0.00109861
20 -0.00160233 -0.00102141
21 -0.00218108 -0.00125219
22 -0.00262151 -0.00132286
23 -0.00268748 -0.00149263
24 0.00041252 0.00103945
0 0.00226907 -0.0028069
1 0.00305146 -0.00104923
2 0.00347039 -0.000630952
3 0.00364532 -0.000234753
4 0.003795 -0.000227421
5 0.00357222 9.17938e-05
6 0.00337047 0.000140731
7 0.00295389 0.000302292
8 0.00246797 0.00062304
9 0.00238635 0.000742696
10 0.00201537 0.000859678
11 0.00173234 0.00102463
12 0.00174768 0.00132366
13 0.00155381 0.0019527
14 0.00147454 0.00226909
15 0.00141757 0.00263689
16 0.0013581 0.0026165
17 0.00131067 0.00287656
18 0.0012697 0.00259986
19 0.00116747 0.00197172
20 0.00134312 0.00147454
21 0.0012776 0.00100355
22 0.00136199 0.000686713
23 0.00107725 0.00031869
24 0.000197967 -0.000872402
0 0.00172118 -0.000411022
1 0.00280631 0.0001696
2 0.00265242 -0.000804045
3 0.00203236 -0.00128899
4 0.0013369 -0.00192685
5 0.000827013 -0.00231661
6 0.000556197 -0.00211903
7 0.000218832 -0.00158959
8 9.12251e-05 -0.0014767
9 4.73321e-05 -0.00182831
10 7.71978e-05 -0.00219373
11 0.000402083 -0.00196886
12 0.00029296 -0.00124312
13 0.000335464 -0.000753876
14 -0.000176712 -0.000559625
15 -0.000496111 -0.000501751
16 -0.000160621 -0.000197689
17 0.000339184 -0.000163747
18 0.00121685 -0.000294304
19 0.00194551 -0.000244108
20 0.00230425 -0.000397236
21 0.00202908 -0.000659041
22 0.00200452 -0.000722646
23 0.00193408 -0.000725727
24 0.00121456 0.000505503
0 -0.000319596 0.00118829
1 0.000890492 0.00121188
2 0.000897316 0.00146823
3 0.000669764 0.00175963
4 0.000895637 0.0017807
5 0.00119467 0.00158863
6 0.00106439 0.00155993
7 0.000624441 0.0015598
8 0.000118275 0.00159373
9 -0.00019121 0.00149896
10 -0.00105281 0.00147338
11 -0.00168947 0.00103407
12 -0.00199642 0.000677852
13 -0.00266971 0.00052045
14 -0.00304616 0.000298866
15 -0.0029441 0.000255438
16 -0.00255379 -0.000159955
17 -0.00238797 -0.000124022
18 -0.00228797 0.000105256
19 -0.001858 0.000389211
20 -0.00163742 0.000634495
21 -0.00159713 0.000908114
22 -0.00132624 0.000977029
23 -0.000786874 0.000591435
24 -0.00256235 -0.00207846
0 -0.000780345 -0.00249332
1 -0.00158091 -0.00241555
2 -0.00123819 -0.00222673
3 -0.000774293 -0.00196704
4 -0.000255123 -0.00139095
5 0.000172609 -0.0010067
6 0.000148188 -0.00069967
7 0.000313747 -0.00045241
8 0.000432131 -0.000249702
9 0.000399912 -0.000199452
10 0.000257017 6.15342e-05
11 8.49088e-05 0.000558381
12 0.000227547 0.000602407
13 0.000447493 0.000739048
14 0.000431971 0.000871694
15 0.000333422 0.000875989
16 0.000211757 0.00090756
17 0.000177613 0.00104732
18 0.000240711 0.00103685
19 0.000134593 0.00129356
20 -4.27292e-05 0.00163833
21 -0.000328617 0.00201595
22 -0.000632306 0.00213598
23 -0.000754649 0.00197956
24 0.000484458 0.00145105
0 -0.00118566 -7.36254e-05
1 -0.00125737 -0.000850798
2 -0.00104305 -0.000868219
3 -0.000780827 -0.000768569
4 -0.000679627 -0.000734443
5 -0.000951723 -0.000790889
6 -0.00087049 -0.000834792
7 -0.000596873 -0.000726116
8 -0.000182683 -0.000406846
9 0.000193707 -0.00028266
10 0.000426326 -0.000256889
11 0.000393747 -0.000461766
12 0.000371023 -0.000874301
13 0.000539769 -0.00101589
14 0.000617791 -0.00110122
15 0.000587352 -0.00130819
16 0.000375149 -0.00135669
17 -0.000121755 -0.00159013
18 -0.000493228 -0.0018682
19 -0.000575733 -0.00201354
20 -0.000933433 -0.00229069
21 -0.00113776 -0.00259927
22 -0.00122683 -0.00282721
23 -0.00129167 -0.0027164
24 -0.00108623 -0.00411069
0 0.00095139 0.000369562
1 -0.00100751 -0.000733865
2 -0.000837119 -0.00112747
3 -0.000676338 -0.00134972
4 -0.000876588 -0.00164367
5 -0.000981165 -0.00164476
6 -0.000799595 -0.00158184
7 -0.000200955 -0.00132923
8 0.00024242 -0.00117156
9 0.000479295 -0.00116507
10 0.000183908 -0.00166183
11 -9.19105e-05 -0.00192208
12 3.42857e-05 -0.00190031
13 0.000349551 -0.00219115
14 0.000836541 -0.00208288
15 0.00127016 -0.00196109
16 0.00153731 -0.00190365
17 0.00163287 -0.00168811
18 0.00185 -0.00160995
19 0.00208896 -0.0016817
20 0.00226406 -0.00171279
21 0.00248577 -0.00143537
22 0.00246984 -0.00113475
23 0.0024503 -0.000834557
24 0.00329499 0.000578572
0 -0.00114703 0.000815839
1 -0.00152552 0.000123052
2 -0.00166627 0.000196695
3 -0.00186938 0.000217928
4 -0.00198112 0.000544818
5 -0.00182389 0.00056691
6 -0.00182818 0.000822462
7 -0.00198809 0.000975386
8 -0.0020553 0.000997869
9 -0.00189467 0.00125573
10 -0.00173833 0.00143896
11 -0.00179248 0.00150457
12 -0.00195904 0.00140549
13 -0.00211444 0.00141587
14 -0.00231153 0.00154516
15 -0.00232117 0.00179644
16 -0.0022311 0.00201925
17 -0.00245517 0.00199436
18 -0.00268792 0.00184027
19 -0.00234992 0.00125994
20 -0.00206707 0.000769273
21 -0.00165751 0.000509359
22 -0.00116398 0.000302692
23 -0.00106315 0.00032712
24 -0.00161931 0.000154211
0 -0.00138698 -0.00106564
1 0.00101107 0.000178616
2 0.00157749 0.000735089
3 0.00183656 0.000648598
4 0.00198201 0.000434784
5 0.00227268 0.000908681
6 0.00179304 0.00122804
7 0.00128209 0.00115225
8 0.00128906 0.00113447
9 0.000928723 0.00150359
10 0.000559485 0.00139505
11 0.000380377 0.000876564
12 -0.000103776 0.000412229
